symbol,date,open,high,low,close,volume
TS主连,2018-08-17,99.4,99.405,99.075,99.16,8559
TS主连,2018-08-20,99.1,99.26,99.1,99.215,1865
TS主连,2018-08-21,99.185,99.235,99.12,99.185,1339
TS主连,2018-08-22,99.235,99.29,99.19,99.2,1225
TS主连,2018-08-23,99.28,99.28,99.225,99.275,819
TS主连,2018-08-24,99.305,99.38,99.29,99.31,464
TS主连,2018-08-27,99.27,99.3,99.205,99.27,671
TS主连,2018-08-28,99.215,99.315,99.185,99.275,574
TS主连,2018-08-29,99.27,99.32,99.225,99.31,210
TS主连,2018-08-30,99.335,99.435,99.3,99.365,533
TS主连,2018-08-31,99.36,99.4,99.315,99.375,239
TS主连,2018-09-03,99.35,99.365,99.31,99.33,108
TS主连,2018-09-04,99.315,99.315,99.265,99.28,90
TS主连,2018-09-05,99.29,99.315,99.275,99.275,109
TS主连,2018-09-06,99.29,99.305,99.265,99.27,204
TS主连,2018-09-07,99.26,99.28,99.245,99.255,360
TS主连,2018-09-10,99.25,99.275,99.22,99.25,393
TS主连,2018-09-11,99.26,99.265,99.205,99.24,383
TS主连,2018-09-12,99.25,99.255,99.22,99.24,365
TS主连,2018-09-13,99.225,99.31,99.22,99.27,267
TS主连,2018-09-14,99.295,99.305,99.275,99.3,129
TS主连,2018-09-17,99.405,99.405,99.325,99.345,163
TS主连,2018-09-18,99.385,99.385,99.335,99.34,126
TS主连,2018-09-19,99.35,99.375,99.31,99.31,262
TS主连,2018-09-20,99.27,99.3,99.25,99.275,163
TS主连,2018-09-21,99.27,99.32,99.27,99.32,140
TS主连,2018-09-25,99.305,99.33,99.28,99.295,136
TS主连,2018-09-26,99.28,99.345,99.275,99.34,168
TS主连,2018-09-27,99.38,99.4,99.345,99.395,205
TS主连,2018-09-28,99.45,99.45,99.36,99.39,191
TS主连,2018-10-08,99.38,99.405,99.32,99.385,162
TS主连,2018-10-09,99.385,99.505,99.385,99.45,271
TS主连,2018-10-10,99.48,99.48,99.43,99.45,195
TS主连,2018-10-11,99.54,99.55,99.485,99.515,208
TS主连,2018-10-12,99.505,99.53,99.495,99.525,119
TS主连,2018-10-15,99.52,99.525,99.505,99.51,63
TS主连,2018-10-16,99.495,99.535,99.475,99.535,280
TS主连,2018-10-17,99.52,99.545,99.51,99.52,90
TS主连,2018-10-18,99.535,99.56,99.525,99.535,97
TS主连,2018-10-19,99.525,99.56,99.47,99.49,277
TS主连,2018-10-22,99.45,99.46,99.43,99.44,172
TS主连,2018-10-23,99.41,99.49,99.41,99.485,153
TS主连,2018-10-24,99.47,99.51,99.47,99.505,73
TS主连,2018-10-25,99.55,99.6,99.52,99.53,114
TS主连,2018-10-26,99.515,99.54,99.505,99.53,57
TS主连,2018-10-29,99.55,99.625,99.53,99.615,179
TS主连,2018-10-30,99.65,99.65,99.565,99.61,249
TS主连,2018-10-31,99.595,99.635,99.575,99.635,204
TS主连,2018-11-01,99.63,99.655,99.6,99.64,315
TS主连,2018-11-02,99.595,99.645,99.555,99.61,428
TS主连,2018-11-05,99.57,99.665,99.57,99.655,566
TS主连,2018-11-06,99.65,99.78,99.64,99.78,729
TS主连,2018-11-07,99.755,99.9,99.715,99.885,656
TS主连,2018-11-08,99.83,99.96,99.83,99.945,445
TS主连,2018-11-09,99.935,99.97,99.89,99.9,282
TS主连,2018-11-12,99.92,99.92,99.88,99.9,231
TS主连,2018-11-13,99.95,99.95,99.88,99.885,53
TS主连,2018-11-14,99.945,100.095,99.93,100.05,254
TS主连,2018-11-15,100.05,100.1,100.05,100.055,85
TS主连,2018-11-16,100.06,100.1,100.005,100.075,100
TS主连,2018-11-19,100.06,100.08,100.02,100.025,110
TS主连,2018-11-20,100.045,100.09,100.03,100.035,69
TS主连,2018-11-21,100.105,100.14,100.035,100.04,58
TS主连,2018-11-22,100.05,100.065,99.97,99.975,242
TS主连,2018-11-23,100.0,100.025,99.96,99.975,116
TS主连,2018-11-26,99.995,100.015,99.925,99.96,188
TS主连,2018-11-27,99.95,100.0,99.93,99.985,134
TS主连,2018-11-28,99.99,100.0,99.94,99.99,60
TS主连,2018-11-29,100.0,100.035,99.965,100.02,93
TS主连,2018-11-30,100.025,100.05,99.95,99.965,326
TS主连,2018-12-03,99.72,100.0,99.72,99.96,260
TS主连,2018-12-04,99.96,100.065,99.96,100.06,174
TS主连,2018-12-05,100.145,100.15,100.055,100.065,375
TS主连,2018-12-06,100.06,100.11,100.05,100.095,98
TS主连,2018-12-07,100.09,100.12,100.06,100.12,64
TS主连,2018-12-10,100.125,100.165,100.11,100.135,111
TS主连,2018-12-11,100.11,100.14,100.1,100.105,147
TS主连,2018-12-12,100.125,100.15,100.085,100.115,70
TS主连,2018-12-13,100.125,100.13,100.03,100.04,134
TS主连,2018-12-14,100.03,100.065,100.0,100.025,92
TS主连,2018-12-17,100.01,100.03,99.985,100.01,255
TS主连,2018-12-18,99.975,100.02,99.975,100.015,56
TS主连,2018-12-19,100.035,100.05,99.99,100.02,71
TS主连,2018-12-20,100.055,100.12,100.055,100.11,85
TS主连,2018-12-21,100.075,100.125,100.06,100.07,82
TS主连,2018-12-24,100.125,100.125,100.08,100.105,97
TS主连,2018-12-25,100.1,100.15,100.085,100.11,103
TS主连,2018-12-26,100.085,100.165,100.07,100.165,94
TS主连,2018-12-27,100.16,100.17,100.09,100.17,115
TS主连,2018-12-28,100.155,100.41,100.15,100.25,109
TS主连,2019-01-02,100.25,100.335,100.25,100.33,144
TS主连,2019-01-03,100.34,100.34,100.29,100.34,123
TS主连,2019-01-04,100.39,100.4,100.325,100.34,134
TS主连,2019-01-07,100.34,100.35,100.3,100.335,98
TS主连,2019-01-08,100.335,100.44,100.325,100.425,183
TS主连,2019-01-09,100.43,100.435,100.36,100.4,115
TS主连,2019-01-10,100.41,100.445,100.38,100.415,206
TS主连,2019-01-11,100.355,100.435,100.24,100.435,83
TS主连,2019-01-14,100.415,100.46,100.35,100.45,188
TS主连,2019-01-15,100.43,100.47,100.4,100.46,172
TS主连,2019-01-16,100.455,100.605,100.435,100.605,190
TS主连,2019-01-17,100.59,100.69,100.55,100.655,315
TS主连,2019-01-18,100.66,100.68,100.59,100.605,146
TS主连,2019-01-21,100.55,100.565,100.515,100.545,84
TS主连,2019-01-22,100.53,100.635,100.51,100.6,104
TS主连,2019-01-23,100.595,100.625,100.54,100.6,97
TS主连,2019-01-24,100.555,100.59,100.435,100.445,279
TS主连,2019-01-25,100.405,100.445,100.38,100.4,78
TS主连,2019-01-28,100.385,100.405,100.34,100.405,17
TS主连,2019-01-29,100.43,100.45,100.41,100.44,76
TS主连,2019-01-30,100.485,100.485,100.27,100.38,277
TS主连,2019-01-31,100.255,100.41,100.255,100.39,31
TS主连,2019-02-01,100.405,100.41,100.34,100.34,11
TS主连,2019-02-11,100.23,100.53,100.23,100.505,63
TS主连,2019-02-12,100.5,100.52,100.455,100.505,8
TS主连,2019-02-13,100.515,100.53,100.5,100.505,32
TS主连,2019-02-14,100.27,100.51,100.27,100.475,41
TS主连,2019-02-15,100.46,100.53,100.46,100.5,33
TS主连,2019-02-18,100.49,100.525,100.44,100.485,52
TS主连,2019-02-19,100.445,100.525,100.435,100.525,35
TS主连,2019-02-20,100.54,100.555,100.54,100.55,41
TS主连,2019-02-21,100.53,100.535,100.5,100.52,59
TS主连,2019-02-22,100.5,100.54,100.5,100.52,56
TS主连,2019-02-25,100.435,100.45,100.415,100.45,9
TS主连,2019-02-26,100.46,100.615,100.46,100.605,68
TS主连,2019-02-27,100.51,100.85,100.495,100.73,95
TS主连,2019-02-28,101.0,101.0,101.0,101.0,1
TS主连,2019-03-01,100.28,100.325,100.265,100.31,12
TS主连,2019-03-04,100.22,100.325,100.22,100.325,19
TS主连,2019-03-05,100.335,100.335,100.31,100.31,12
TS主连,2019-03-06,100.31,100.31,100.21,100.27,34
TS主连,2019-03-07,100.27,100.3,100.27,100.295,65
TS主连,2019-03-08,100.345,100.37,100.32,100.34,15
TS主连,2019-03-11,100.355,100.355,100.3,100.3,23
TS主连,2019-03-12,100.3,100.3,100.275,100.285,9
TS主连,2019-03-13,100.29,100.29,100.26,100.27,32
TS主连,2019-03-14,100.265,100.265,100.23,100.24,12
TS主连,2019-03-15,100.22,100.22,100.18,100.2,38
TS主连,2019-03-18,100.18,100.18,100.15,100.155,43
TS主连,2019-03-19,100.16,100.175,100.15,100.155,8
TS主连,2019-03-20,100.145,100.145,99.915,100.08,220
TS主连,2019-03-21,100.115,100.155,100.11,100.155,32
TS主连,2019-03-22,100.16,100.19,100.16,100.19,3
TS主连,2019-03-25,100.215,100.285,100.205,100.27,8
TS主连,2019-03-26,100.325,100.325,100.245,100.28,27
TS主连,2019-03-27,100.26,100.295,100.255,100.295,8
TS主连,2019-03-28,100.3,100.32,100.3,100.305,56
TS主连,2019-03-29,100.315,100.315,100.285,100.315,97
TS主连,2019-04-01,100.28,100.33,100.24,100.265,66
TS主连,2019-04-02,100.25,100.29,100.25,100.29,52
TS主连,2019-04-03,100.31,100.31,100.155,100.16,166
TS主连,2019-04-04,100.16,100.165,100.035,100.035,196
TS主连,2019-04-08,100.03,100.09,100.03,100.055,98
TS主连,2019-04-09,100.045,100.045,99.965,99.965,69
TS主连,2019-04-10,99.97,99.98,99.9,99.97,57
TS主连,2019-04-11,99.99,100.035,99.99,99.995,51
TS主连,2019-04-12,99.985,99.99,99.98,99.98,6
TS主连,2019-04-15,99.855,99.885,99.79,99.885,36
TS主连,2019-04-16,99.89,99.9,99.85,99.85,31
TS主连,2019-04-17,99.845,99.88,99.75,99.88,75
TS主连,2019-04-18,99.855,99.87,99.84,99.865,45
TS主连,2019-04-19,99.875,99.9,99.875,99.89,24
TS主连,2019-04-22,99.84,99.855,99.84,99.845,26
TS主连,2019-04-23,99.785,99.845,99.785,99.84,20
TS主连,2019-04-24,100.01,100.01,99.795,99.795,9
TS主连,2019-04-25,99.815,99.89,99.815,99.84,19
TS主连,2019-04-26,99.825,99.85,99.815,99.815,7
TS主连,2019-04-29,99.795,99.845,99.795,99.8,54
TS主连,2019-04-30,99.8,99.89,99.8,99.86,89
TS主连,2019-05-06,99.955,100.05,99.955,100.025,115
TS主连,2019-05-07,99.98,100.045,99.98,100.03,81
TS主连,2019-05-08,100.02,100.04,100.0,100.015,54
TS主连,2019-05-09,100.035,100.05,100.03,100.03,48
TS主连,2019-05-10,100.06,100.07,100.03,100.03,22
TS主连,2019-05-13,100.155,100.16,100.11,100.11,0
TS主连,2019-05-14,100.865,100.865,100.865,100.865,0
TS主连,2019-05-15,100.865,100.865,100.865,100.865,0
TS主连,2019-05-16,99.81,99.815,99.67,99.67,95
TS主连,2019-05-17,100.035,100.075,100.035,100.07,247
TS主连,2019-05-20,100.075,100.1,100.06,100.07,224
TS主连,2019-05-21,100.065,100.07,100.055,100.06,136
TS主连,2019-05-22,99.785,99.785,99.76,99.76,234
TS主连,2019-05-23,99.75,99.775,99.75,99.765,412
TS主连,2019-05-24,99.875,99.9,99.87,99.89,292
TS主连,2019-05-27,99.9,99.9,99.745,99.75,1260
TS主连,2019-05-28,99.675,99.85,99.675,99.845,554
TS主连,2019-05-29,99.885,99.935,99.885,99.93,475
TS主连,2019-05-30,99.885,99.91,99.885,99.9,322
TS主连,2019-05-31,100.24,100.24,100.19,100.19,4
TS主连,2019-06-03,99.595,99.72,99.595,99.72,657
TS主连,2019-06-04,99.76,99.77,99.74,99.77,536
TS主连,2019-06-05,99.785,99.82,99.785,99.82,51
TS主连,2019-06-06,100.05,100.075,100.045,100.045,315
TS主连,2019-06-10,100.04,100.065,100.02,100.06,248
TS主连,2019-06-11,100.02,100.04,99.99,100.005,683
TS主连,2019-06-12,100.0,100.04,100.0,100.03,342
TS主连,2019-06-13,100.01,100.055,100.01,100.035,553
TS主连,2019-06-14,100.045,100.105,100.025,100.1,531
TS主连,2019-06-17,100.13,100.145,100.08,100.105,306
TS主连,2019-06-18,100.13,100.13,100.07,100.075,332
TS主连,2019-06-19,100.085,100.09,100.065,100.065,126
TS主连,2019-06-20,100.11,100.155,100.09,100.09,234
TS主连,2019-06-21,100.2,100.2,100.115,100.12,239
TS主连,2019-06-24,100.1,100.105,100.085,100.095,312
TS主连,2019-06-25,100.08,100.145,100.08,100.1,352
TS主连,2019-06-26,100.09,100.095,100.075,100.075,317
TS主连,2019-06-27,100.09,100.105,100.065,100.07,554
TS主连,2019-06-28,100.08,100.145,100.08,100.125,629
TS主连,2019-07-01,100.1,100.13,100.08,100.12,482
TS主连,2019-07-02,100.13,100.2,100.125,100.2,621
TS主连,2019-07-03,100.225,100.24,100.195,100.215,393
TS主连,2019-07-04,100.19,100.235,100.19,100.225,571
TS主连,2019-07-05,100.215,100.22,100.19,100.195,405
TS主连,2019-07-08,100.175,100.195,100.15,100.155,616
TS主连,2019-07-09,100.17,100.175,100.16,100.17,1643
TS主连,2019-07-10,100.175,100.175,100.165,100.17,2311
TS主连,2019-07-11,100.18,100.21,100.18,100.2,4128
TS主连,2019-07-12,100.195,100.215,100.19,100.21,2142
TS主连,2019-07-15,100.215,100.235,100.175,100.175,2149
TS主连,2019-07-16,100.175,100.195,100.165,100.175,2932
TS主连,2019-07-17,100.185,100.195,100.18,100.19,1826
TS主连,2019-07-18,100.185,100.23,100.185,100.225,1432
TS主连,2019-07-19,100.235,100.235,100.2,100.21,2268
TS主连,2019-07-22,100.2,100.245,100.2,100.24,1864
TS主连,2019-07-23,100.255,100.295,100.23,100.24,2006
TS主连,2019-07-24,100.225,100.225,100.195,100.2,2306
TS主连,2019-07-25,100.205,100.22,100.205,100.205,1605
TS主连,2019-07-26,100.21,100.225,100.21,100.225,1716
TS主连,2019-07-29,100.22,100.225,100.195,100.2,3845
TS主连,2019-07-30,100.205,100.205,100.19,100.195,5451
TS主连,2019-07-31,100.21,100.25,100.21,100.25,7192
TS主连,2019-08-01,100.25,100.25,100.235,100.245,3508
TS主连,2019-08-02,100.29,100.325,100.285,100.325,3779
TS主连,2019-08-05,100.325,100.43,100.315,100.43,9656
TS主连,2019-08-06,100.46,100.47,100.425,100.425,3944
TS主连,2019-08-07,100.435,100.445,100.425,100.44,3808
TS主连,2019-08-08,100.43,100.455,100.42,100.455,6619
TS主连,2019-08-09,100.46,100.485,100.46,100.485,4772
TS主连,2019-08-12,100.46,100.48,100.44,100.445,5425
TS主连,2019-08-13,100.5,100.5,100.46,100.46,3423
TS主连,2019-08-14,100.44,100.475,100.43,100.44,5013
TS主连,2019-08-15,100.46,100.485,100.395,100.41,7403
TS主连,2019-08-16,100.4,100.41,100.35,100.355,3997
TS主连,2019-08-19,100.355,100.38,100.35,100.38,751
TS主连,2019-08-20,100.25,100.275,100.25,100.265,5540
TS主连,2019-08-21,100.25,100.255,100.22,100.225,7513
TS主连,2019-08-22,100.22,100.265,100.22,100.26,8340
TS主连,2019-08-23,100.25,100.285,100.245,100.275,9543
TS主连,2019-08-26,100.31,100.38,100.3,100.315,6407
TS主连,2019-08-27,100.31,100.33,100.305,100.32,12145
TS主连,2019-08-28,100.33,100.345,100.31,100.31,10029
TS主连,2019-08-29,100.305,100.415,100.28,100.345,17013
TS主连,2019-08-30,100.325,100.335,100.275,100.285,21798
TS主连,2019-09-02,100.295,100.305,100.26,100.275,19411
TS主连,2019-09-03,100.265,100.3,100.26,100.26,12278
TS主连,2019-09-04,100.28,100.305,100.27,100.295,9989
TS主连,2019-09-05,100.36,100.39,100.345,100.36,8250
TS主连,2019-09-06,100.36,100.39,100.345,100.38,9927
TS主连,2019-09-09,100.36,100.37,100.35,100.365,10444
TS主连,2019-09-10,100.35,100.355,100.33,100.34,7866
TS主连,2019-09-11,100.33,100.34,100.32,100.33,8096
TS主连,2019-09-12,100.295,100.315,100.27,100.275,10478
TS主连,2019-09-16,100.215,100.305,100.215,100.295,12956
TS主连,2019-09-17,100.35,100.355,100.255,100.255,12900
TS主连,2019-09-18,100.265,100.295,100.245,100.245,11532
TS主连,2019-09-19,100.26,100.29,100.26,100.28,12952
TS主连,2019-09-20,100.29,100.3,100.27,100.285,9225
TS主连,2019-09-23,100.275,100.31,100.275,100.29,10199
TS主连,2019-09-24,100.3,100.33,100.28,100.28,12578
TS主连,2019-09-25,100.295,100.305,100.28,100.3,10878
TS主连,2019-09-26,100.295,100.3,100.255,100.255,15371
TS主连,2019-09-27,100.265,100.28,100.22,100.22,6960
TS主连,2019-09-30,100.225,100.26,100.215,100.255,7506
TS主连,2019-10-08,100.28,100.315,100.265,100.315,14355
TS主连,2019-10-09,100.32,100.345,100.295,100.305,16098
TS主连,2019-10-10,100.305,100.305,100.275,100.28,11438
TS主连,2019-10-11,100.255,100.255,100.215,100.24,18087
TS主连,2019-10-14,100.205,100.25,100.18,100.245,22266
TS主连,2019-10-15,100.24,100.28,100.23,100.26,33453
TS主连,2019-10-16,100.27,100.285,100.25,100.25,20613
TS主连,2019-10-17,100.25,100.29,100.25,100.285,20737
TS主连,2019-10-18,100.285,100.285,100.235,100.24,23856
TS主连,2019-10-21,100.24,100.24,100.18,100.19,18000
TS主连,2019-10-22,100.16,100.19,100.155,100.16,16289
TS主连,2019-10-23,100.17,100.19,100.155,100.185,18456
TS主连,2019-10-24,100.18,100.195,100.175,100.195,12132
TS主连,2019-10-25,100.19,100.205,100.175,100.18,20490
TS主连,2019-10-28,100.155,100.16,100.09,100.105,25013
TS主连,2019-10-29,100.1,100.12,100.07,100.075,29981
TS主连,2019-10-30,100.075,100.09,99.915,99.96,23297
TS主连,2019-10-31,100.005,100.095,99.975,100.095,17366
TS主连,2019-11-01,100.115,100.16,100.09,100.15,15844
TS主连,2019-11-04,100.12,100.155,100.105,100.15,17080
TS主连,2019-11-05,100.12,100.27,100.12,100.26,19319
TS主连,2019-11-06,100.255,100.265,100.205,100.22,15044
TS主连,2019-11-07,100.22,100.23,100.195,100.215,19384
TS主连,2019-11-08,100.175,100.255,100.175,100.25,27784
TS主连,2019-11-11,100.24,100.31,100.235,100.31,18832
TS主连,2019-11-12,100.315,100.32,100.26,100.26,3435
TS主连,2019-11-13,100.13,100.14,100.11,100.125,23835
TS主连,2019-11-14,100.125,100.145,100.105,100.115,24568
TS主连,2019-11-15,100.115,100.16,100.115,100.135,28022
TS主连,2019-11-18,100.135,100.25,100.135,100.24,23101
TS主连,2019-11-19,100.255,100.31,100.255,100.285,34715
TS主连,2019-11-20,100.3,100.315,100.27,100.305,30055
TS主连,2019-11-21,100.31,100.345,100.3,100.325,24708
TS主连,2019-11-22,100.35,100.395,100.25,100.315,27848
TS主连,2019-11-25,100.3,100.305,100.26,100.26,26570
TS主连,2019-11-26,100.26,100.285,100.245,100.285,28627
TS主连,2019-11-27,100.285,100.3,100.265,100.28,28832
TS主连,2019-11-28,100.285,100.285,100.27,100.275,22849
TS主连,2019-11-29,100.275,100.295,100.26,100.285,24559
TS主连,2019-12-02,100.215,100.25,99.78,100.195,25937
TS主连,2019-12-03,100.205,100.23,100.2,100.225,27916
TS主连,2019-12-04,100.28,100.285,100.24,100.26,35695
TS主连,2019-12-05,100.245,100.28,100.24,100.275,13237
TS主连,2019-12-06,100.27,100.275,100.22,100.235,16926
TS主连,2019-12-09,100.225,100.225,100.2,100.215,38899
TS主连,2019-12-10,100.225,100.26,100.22,100.25,16943
TS主连,2019-12-11,100.24,100.265,100.23,100.255,22406
TS主连,2019-12-12,100.25,100.27,100.245,100.265,18171
TS主连,2019-12-13,100.21,100.25,100.21,100.23,26259
TS主连,2019-12-16,100.235,100.25,100.215,100.22,25377
TS主连,2019-12-17,100.21,100.21,100.17,100.175,19249
TS主连,2019-12-18,100.165,100.195,100.16,100.165,19467
TS主连,2019-12-19,100.17,100.19,100.17,100.185,33474
TS主连,2019-12-20,100.19,100.295,100.19,100.295,20111
TS主连,2019-12-23,100.285,100.345,100.275,100.345,28283
TS主连,2019-12-24,100.36,100.385,100.33,100.34,21460
TS主连,2019-12-25,100.345,100.38,100.335,100.38,25002
TS主连,2019-12-26,100.38,100.45,100.38,100.43,23725
TS主连,2019-12-27,100.42,100.43,100.4,100.4,20349
TS主连,2019-12-30,100.39,100.42,100.38,100.42,18764
TS主连,2019-12-31,100.41,100.44,100.4,100.42,21395
TS主连,2020-01-02,100.4,100.42,100.365,100.37,17141
TS主连,2020-01-03,100.265,100.395,100.265,100.325,20543
TS主连,2020-01-06,100.3,100.36,100.3,100.345,14755
TS主连,2020-01-07,100.32,100.36,100.31,100.34,19610
TS主连,2020-01-08,100.36,100.385,100.33,100.37,13762
TS主连,2020-01-09,100.355,100.45,100.33,100.415,15213
TS主连,2020-01-10,100.405,100.525,100.405,100.52,13712
TS主连,2020-01-13,100.515,100.535,100.49,100.5,9863
TS主连,2020-01-14,100.49,100.49,100.44,100.45,17294
TS主连,2020-01-15,100.47,100.49,100.425,100.47,16514
TS主连,2020-01-16,100.46,100.5,100.44,100.46,19858
TS主连,2020-01-17,100.46,100.545,100.46,100.545,16173
TS主连,2020-01-20,100.535,100.655,100.535,100.655,14579
TS主连,2020-01-21,100.69,100.69,100.64,100.68,23642
TS主连,2020-01-22,100.72,100.735,100.625,100.645,12161
TS主连,2020-01-23,100.695,100.73,100.64,100.73,11854
TS主连,2020-02-03,101.01,101.13,100.89,100.94,6688
TS主连,2020-02-04,100.93,100.98,100.92,100.95,10821
TS主连,2020-02-05,100.905,101.03,100.9,100.995,13512
TS主连,2020-02-06,101.0,101.05,100.995,101.025,13416
TS主连,2020-02-07,101.03,101.13,101.03,101.12,15928
TS主连,2020-02-10,101.14,101.16,101.115,101.125,11973
TS主连,2020-02-11,101.12,101.12,101.02,101.055,12218
TS主连,2020-02-12,101.05,101.095,101.025,101.065,12024
TS主连,2020-02-13,101.075,101.155,101.07,101.12,10593
TS主连,2020-02-14,101.14,101.14,101.01,101.03,14960
TS主连,2020-02-17,101.035,101.115,101.03,101.045,14318
TS主连,2020-02-18,101.06,101.155,101.055,101.145,11384
TS主连,2020-02-19,101.14,101.17,101.1,101.125,3759
TS主连,2020-02-20,100.835,100.84,100.745,100.765,10444
TS主连,2020-02-21,100.78,100.845,100.77,100.81,7892
TS主连,2020-02-24,100.865,100.935,100.84,100.925,9707
TS主连,2020-02-25,100.945,100.985,100.92,100.925,9579
TS主连,2020-02-26,100.935,100.98,100.87,100.89,9042
TS主连,2020-02-27,100.91,100.975,100.89,100.965,9503
TS主连,2020-02-28,101.015,101.085,101.01,101.055,10826
TS主连,2020-03-02,101.075,101.075,101.0,101.01,11040
TS主连,2020-03-03,100.99,101.025,100.93,100.995,9149
TS主连,2020-03-04,101.01,101.135,101.01,101.1,10660
TS主连,2020-03-05,101.075,101.105,101.065,101.095,13129
TS主连,2020-03-06,101.11,101.185,101.11,101.18,11202
TS主连,2020-03-09,101.305,101.39,101.225,101.245,6894
TS主连,2020-03-10,101.235,101.235,101.02,101.04,15182
TS主连,2020-03-11,101.01,101.14,101.005,101.135,12484
TS主连,2020-03-12,101.14,101.195,101.1,101.105,11279
TS主连,2020-03-13,101.12,101.16,101.02,101.08,9882
TS主连,2020-03-16,101.125,101.17,101.025,101.065,8673
TS主连,2020-03-17,101.06,101.06,100.99,101.005,10809
TS主连,2020-03-18,100.99,101.135,100.97,101.1,10969
TS主连,2020-03-19,101.09,101.135,101.04,101.065,9059
TS主连,2020-03-20,101.07,101.225,101.065,101.18,14861
TS主连,2020-03-23,101.195,101.33,101.195,101.31,8243
TS主连,2020-03-24,101.3,101.455,101.28,101.38,10945
TS主连,2020-03-25,101.37,101.535,101.32,101.5,12926
TS主连,2020-03-26,101.515,101.59,101.515,101.55,9046
TS主连,2020-03-27,101.585,101.585,101.435,101.515,9013
TS主连,2020-03-30,101.505,101.725,101.46,101.63,12377
TS主连,2020-03-31,101.615,101.745,101.58,101.73,10483
TS主连,2020-04-01,101.74,101.845,101.645,101.685,10066
TS主连,2020-04-02,101.69,101.705,101.59,101.62,7204
TS主连,2020-04-03,101.58,101.695,101.58,101.595,5633
TS主连,2020-04-07,101.81,102.11,101.8,102.11,6498
TS主连,2020-04-08,102.225,102.42,102.14,102.42,12585
TS主连,2020-04-09,102.45,102.465,102.19,102.315,8763
TS主连,2020-04-10,102.3,102.3,102.045,102.18,10814
TS主连,2020-04-13,102.16,102.16,102.05,102.12,9905
TS主连,2020-04-14,102.13,102.295,102.13,102.195,10169
TS主连,2020-04-15,102.28,102.36,102.245,102.32,5104
TS主连,2020-04-16,102.36,102.4,102.285,102.3,5651
TS主连,2020-04-17,102.3,102.34,102.26,102.315,5771
TS主连,2020-04-20,102.34,102.46,102.34,102.42,5815
TS主连,2020-04-21,102.43,102.665,102.415,102.66,10739
TS主连,2020-04-22,102.665,102.77,102.635,102.69,8489
TS主连,2020-04-23,102.695,102.86,102.59,102.645,10451
TS主连,2020-04-24,102.66,102.7,102.51,102.65,8199
TS主连,2020-04-27,102.555,102.67,102.555,102.665,3799
TS主连,2020-04-28,102.665,102.72,102.605,102.64,5303
TS主连,2020-04-29,102.615,102.805,102.615,102.78,6298
TS主连,2020-04-30,102.705,102.805,102.605,102.67,5971
TS主连,2020-05-06,102.655,102.725,102.535,102.56,3789
TS主连,2020-05-07,102.545,102.555,102.3,102.325,7864
TS主连,2020-05-08,102.385,102.485,102.26,102.43,7551
TS主连,2020-05-11,102.43,102.52,102.265,102.315,6968
TS主连,2020-05-12,102.4,102.435,102.315,102.32,4786
TS主连,2020-05-13,102.345,102.44,102.325,102.37,4831
TS主连,2020-05-14,102.37,102.47,102.3,102.385,4948
TS主连,2020-05-15,102.37,102.515,102.37,102.445,3382
TS主连,2020-05-18,102.12,102.135,101.955,101.96,6588
TS主连,2020-05-19,101.855,102.0,101.745,101.875,8405
